last_name_first_name,player_id,year,player_age,ab,pa,hit,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,babip,b_gnd_into_dp,b_hit_ground,b_out_ground,xba,barrel_batted_rate,hard_hit_percent,pull_percent,opposite_percent,groundballs_percent,flyballs_percent,linedrives_percent,gb_babip,straightaway_percent,shift_allowed
"Hicks, Aaron",543305,2023,33,269,312,68,0.253,0.383,0.353,0.736,0.311,3,29,67,0.205,4,29.4,43.8,23.9,47.8,23.4,17.9,0.3020833333333333,32.300000000000004,Shift Banned
"Semien, Marcus",543760,2023,32,670,753,185,0.276,0.478,0.348,0.826,0.291,5,49,143,0.258,6.6,37,46.9,20.2,34,35.4,23.5,0.2552083333333333,32.900000000000006,Shift Banned
"Springer, George",543807,2023,33,613,683,158,0.258,0.405,0.327,0.732,0.291,20,58,162,0.258,7.8,39.9,37.5,24.4,44.8,25.9,22.4,0.2636363636363636,38.1,Shift Banned
"Vázquez, Christian",543877,2023,32,327,355,73,0.223,0.318,0.28,0.598,0.279,11,23,83,0.22,3.3,32.8,30.8,27.5,42.9,23.5,27.9,0.2169811320754717,41.7,Shift Banned
"Grichuk, Randal",545341,2023,31,434,471,116,0.267,0.459,0.321,0.78,0.309,11,33,106,0.259,7.1,45.3,44.7,23.8,40.9,24.4,26.8,0.23741007194244604,31.499999999999996,Shift Banned
"Trout, Mike",545361,2023,31,308,362,81,0.263,0.49,0.367,0.857,0.335,4,21,48,0.271,16,51.9,43.7,26.2,33.5,32,26.2,0.30434782608695654,30.099999999999998,Shift Banned
"Harper, Bryce",547180,2023,30,457,546,134,0.293,0.499,0.401,0.9,0.352,10,40,115,0.282,15.2,46.8,36.5,25.7,45.3,22.8,27.2,0.25806451612903225,37.8,Shift Banned
"Abreu, José",547989,2023,36,540,594,128,0.237,0.383,0.296,0.679,0.276,16,48,139,0.244,8.7,41.6,32.7,27.9,45,21.9,26,0.25668449197860965,39.4,Shift Banned
"Díaz, Elias",553869,2023,32,486,526,130,0.267,0.409,0.316,0.725,0.324,12,52,121,0.242,6.2,38.4,40.3,21.5,46.5,19.9,25.3,0.30057803468208094,38.2,Shift Banned
"Suárez, Eugenio",553993,2023,31,598,694,139,0.232,0.391,0.323,0.714,0.314,10,33,102,0.218,13.2,43,46.3,21,34.2,34.4,25.1,0.24444444444444444,32.7,Shift Banned
"Arenado, Nolan",571448,2023,32,560,612,149,0.266,0.459,0.315,0.774,0.279,21,41,140,0.262,7.3,38.1,46.9,21,38.8,25.7,24,0.2265193370165746,32.1,Shift Banned
"Farmer, Kyle",571657,2023,32,336,369,86,0.256,0.408,0.317,0.725,0.311,7,25,82,0.249,6.8,32.9,37.3,23.4,42.5,25,25,0.2336448598130841,39.300000000000004,Shift Banned
"Hernández, Enrique",571771,2023,31,465,508,110,0.237,0.357,0.289,0.646,0.273,17,35,105,0.222,4.5,33.7,35,26.7,37.4,28.1,24.3,0.25,38.3,Shift Banned
"Muncy, Max",571970,2023,32,482,579,102,0.212,0.475,0.333,0.808,0.221,8,18,94,0.23,14.6,46.6,51.3,17.9,33.4,38.5,18.5,0.16071428571428573,30.800000000000004,Shift Banned
"Taylor, Michael A.",572191,2023,32,355,388,78,0.22,0.442,0.278,0.72,0.278,7,29,74,0.22,13.5,38,37.1,22.3,45,28.8,20.5,0.2815533980582524,40.599999999999994,Shift Banned
"Walker, Christian",572233,2023,32,582,661,150,0.258,0.497,0.333,0.83,0.272,13,43,136,0.247,11.4,40.4,40.6,24.4,38.7,32.6,19.4,0.24022346368715083,35,Shift Banned
"Yastrzemski, Mike",573262,2023,32,330,381,77,0.233,0.445,0.33,0.775,0.286,5,16,61,0.228,9.8,44,41.9,20.1,32.9,32.5,25.2,0.2077922077922078,38,Shift Banned
"Contreras, Willson",575929,2023,31,428,495,113,0.264,0.467,0.358,0.825,0.311,12,37,117,0.275,12.2,46.9,35.6,25.3,48.1,23.1,21.6,0.24025974025974026,39.10000000000001,Shift Banned
"Bryant, Kris",592178,2023,31,300,335,70,0.233,0.367,0.313,0.68,0.27,6,14,74,0.243,6,31.5,44.4,16.8,37.9,31.9,25,0.1590909090909091,38.8,Shift Banned
"Canha, Mark",592192,2023,34,435,507,114,0.262,0.4,0.355,0.755,0.293,11,43,116,0.244,4.7,36.7,42.5,21.5,43.9,25.4,21.8,0.27044025157232704,36,Shift Banned
"Castellanos, Nick",592206,2023,31,626,671,170,0.272,0.476,0.311,0.787,0.337,17,51,136,0.255,10.3,43.2,46.5,22.8,41.8,28.9,24.4,0.2727272727272727,30.7,Shift Banned
"Drury, Brandon",592273,2023,30,485,523,127,0.262,0.497,0.306,0.803,0.308,14,41,110,0.247,11,46.3,39.3,25.1,42.7,26.3,24.6,0.271523178807947,35.6,Shift Banned
"Judge, Aaron",592450,2023,31,367,458,98,0.267,0.613,0.406,1.019,0.3,5,19,54,0.286,27.6,64.2,44.2,20.8,30.4,40.8,22.5,0.2602739726027397,35,Shift Banned
"Machado, Manny",592518,2023,30,543,601,140,0.258,0.462,0.319,0.781,0.268,20,49,128,0.25,10.5,45.9,35.5,25.2,40.2,28.9,22,0.2768361581920904,39.3,Shift Banned
"Pederson, Joc",592626,2023,31,358,425,84,0.235,0.416,0.348,0.764,0.268,12,26,83,0.258,12.2,52.2,45.6,22.4,40.1,30.1,23.5,0.23853211009174313,32,Shift Banned
"Realmuto, J.T.",592663,2023,32,489,540,123,0.252,0.452,0.31,0.762,0.307,10,34,100,0.249,11.2,43.3,42.1,25.3,37.6,28.9,24.2,0.2537313432835821,32.599999999999994,Shift Banned
"Renfroe, Hunter",592669,2023,31,498,548,116,0.233,0.416,0.297,0.713,0.27,15,39,122,0.221,6.2,39.1,48.7,18.1,42.8,25.3,21.8,0.2422360248447205,33.199999999999996,Shift Banned
"Rosario, Eddie",592696,2023,31,478,516,122,0.255,0.45,0.305,0.755,0.3,13,31,112,0.25,9.5,35.4,42.3,18.7,39.8,28.4,25.6,0.21678321678321677,39,Shift Banned
"Yelich, Christian",592885,2023,31,550,632,153,0.278,0.447,0.37,0.817,0.342,15,63,173,0.272,9.3,50.1,35,30.9,57.4,17.3,22.4,0.2669491525423729,34.1,Shift Banned
"Merrifield, Whit",593160,2023,34,547,592,149,0.272,0.382,0.318,0.7,0.313,15,51,132,0.241,2.4,24.3,31.4,28.1,40.5,25.7,26.1,0.2786885245901639,40.49999999999999,Shift Banned
"Bogaerts, Xander",593428,2023,30,596,665,170,0.285,0.44,0.35,0.79,0.319,21,74,171,0.252,6.1,34.6,36.6,28.9,49.8,22.6,21.1,0.3020408163265306,34.5,Shift Banned
"Polanco, Jorge",593871,2023,29,302,343,77,0.255,0.454,0.335,0.789,0.31,2,18,45,0.247,13.8,40.6,41.9,21.7,29,39.2,25.3,0.2857142857142857,36.400000000000006,Shift Banned
"Duvall, Adam",594807,2023,34,320,353,79,0.247,0.531,0.303,0.834,0.299,0,17,28,0.207,13.1,39.1,58.1,16.3,20.9,40,22.3,0.37777777777777777,25.599999999999998,Shift Banned
"Kiermaier, Kevin",595281,2023,33,370,408,98,0.265,0.419,0.322,0.741,0.321,9,37,124,0.256,3.5,33.2,38.4,21.5,55.7,18.7,21.1,0.22981366459627328,40.1,Shift Banned
"Profar, Jurickson",595777,2023,30,459,521,111,0.242,0.368,0.321,0.689,0.279,11,31,119,0.245,4,31.8,41.2,21.9,40.1,24.1,26.7,0.20666666666666667,36.9,Shift Banned
"Báez, Javier",595879,2023,30,510,547,113,0.222,0.325,0.267,0.592,0.274,12,40,156,0.232,5.2,39.7,37.4,24.5,50.5,23.5,21.4,0.20408163265306123,38.1,Shift Banned
"Lindor, Francisco",596019,2023,29,602,687,153,0.254,0.47,0.336,0.806,0.277,8,38,123,0.25,10.4,43.9,44.7,19.9,34.1,31.4,24.2,0.2360248447204969,35.4,Shift Banned
"Vogelbach, Daniel",596129,2023,30,275,319,64,0.233,0.404,0.339,0.743,0.282,6,18,66,0.226,9.3,50,39.7,24.2,43.3,26.8,23.2,0.21428571428571427,36.099999999999994,Shift Banned
"Kepler, Max",596146,2023,30,438,491,114,0.26,0.484,0.332,0.816,0.288,9,33,93,0.266,12.2,47.9,43.2,21.1,37.5,31,25.6,0.2619047619047619,35.699999999999996,Shift Banned
"Candelario, Jeimer",600869,2023,29,505,576,127,0.251,0.471,0.336,0.807,0.292,11,29,123,0.231,7.9,36.4,42.9,22.5,39.8,28,25.1,0.19078947368421054,34.6,Shift Banned
"Urías, Ramón",602104,2023,29,360,396,95,0.264,0.375,0.328,0.703,0.355,10,35,102,0.223,6.9,38.1,38.1,24.2,52.7,20.4,22.3,0.25547445255474455,37.7,Shift Banned
"Anderson, Brian",605119,2023,30,318,361,72,0.226,0.368,0.31,0.678,0.309,10,22,80,0.225,10.4,37.1,27.7,28.6,47.9,22.5,23,0.21568627450980393,43.699999999999996,Shift Banned
"Bell, Josh",605137,2023,30,547,617,135,0.247,0.419,0.325,0.744,0.287,13,42,161,0.257,10.2,43,43.5,24.8,48.8,26,21.4,0.20689655172413793,31.7,Shift Banned
"Betts, Mookie",605141,2023,30,584,693,179,0.307,0.579,0.408,0.987,0.316,5,36,97,0.288,12.4,48.5,45.4,19.3,27.6,35.7,29.3,0.2706766917293233,35.3,Shift Banned
"Davis, J.D.",605204,2023,30,480,546,119,0.248,0.412,0.325,0.737,0.32,16,46,132,0.239,9.6,45.2,38.9,27.5,53.3,20.4,23.1,0.25842696629213485,33.6,Shift Banned
"Arcia, Orlando",606115,2023,28,488,533,129,0.264,0.42,0.321,0.741,0.301,14,52,156,0.238,6.9,41.1,39.8,24.7,53.5,20.8,19.5,0.25,35.5,Shift Banned
"Hernández, Teoscar",606192,2023,30,625,678,161,0.258,0.435,0.305,0.74,0.342,6,56,124,0.251,13.8,49.4,36.6,25.9,42.8,26.8,24.9,0.3111111111111111,37.5,Shift Banned
"Marte, Ketel",606466,2023,29,569,650,157,0.276,0.485,0.358,0.843,0.3,16,58,155,0.262,8,42.8,42.2,20.2,45.8,25.2,23,0.27230046948356806,37.599999999999994,Shift Banned
"Nimmo, Brandon",607043,2023,30,592,682,162,0.274,0.466,0.363,0.829,0.324,6,58,128,0.257,9.5,47.9,31,31.9,41.2,26.4,25.5,0.3118279569892473,37.1,Shift Banned
"Peterson, Jace",607054,2023,33,374,430,79,0.211,0.307,0.304,0.611,0.27,7,25,95,0.212,4.7,28.1,35.3,28.1,43.2,29.1,20.5,0.20833333333333334,36.6,Shift Banned
"Turner, Trea",607208,2023,30,639,691,170,0.266,0.459,0.32,0.779,0.31,12,54,143,0.263,8.4,42.2,35.9,23.5,40.2,30.6,23.7,0.27411167512690354,40.599999999999994,Shift Banned
"Ramírez, José",608070,2023,30,611,691,172,0.282,0.475,0.356,0.831,0.285,8,52,138,0.296,7,40.4,49.6,19.9,34.9,28.5,26.3,0.2736842105263158,30.5,Shift Banned
"Bregman, Alex",608324,2023,29,622,724,163,0.262,0.441,0.363,0.804,0.27,22,45,145,0.263,5.4,38.2,40.8,22.2,35.4,31.1,25,0.23684210526315788,37,Shift Banned
"Gallo, Joey",608336,2023,29,282,332,50,0.177,0.44,0.301,0.741,0.244,3,9,32,0.149,19.3,52.9,57.9,20.7,29.3,41.4,14.3,0.21951219512195122,21.400000000000002,Shift Banned
"Seager, Corey",608369,2023,29,477,536,156,0.327,0.623,0.39,1.013,0.34,9,46,113,0.303,15.2,53.2,39,24.1,40.3,29.4,27.1,0.2893081761006289,36.9,Shift Banned
"Meneses, Joey",608841,2023,31,611,657,168,0.275,0.401,0.321,0.722,0.329,15,70,163,0.244,5.4,41.7,39.5,27.5,48.1,19.2,25.8,0.30042918454935624,33,Shift Banned
"Swanson, Dansby",621020,2023,29,565,638,138,0.244,0.416,0.328,0.744,0.297,9,45,137,0.249,10.9,39.7,42.9,20.1,44.1,25.2,24.2,0.24725274725274726,37,Shift Banned
"Taylor, Chris",621035,2023,32,338,384,80,0.237,0.42,0.326,0.746,0.327,2,15,53,0.219,9.8,37.4,45.8,26.6,31.8,39.7,22.9,0.22058823529411764,27.6,Shift Banned
"Correa, Carlos",621043,2023,28,514,580,118,0.23,0.399,0.312,0.711,0.272,30,40,139,0.245,9.6,45.9,35.5,27.2,46.4,21.5,24.9,0.22346368715083798,37.3,Shift Banned
"Buxton, Byron",621439,2023,29,304,347,63,0.207,0.438,0.294,0.732,0.253,3,14,49,0.207,14.6,45.7,49.2,17.1,31.7,32.2,24.1,0.2222222222222222,33.699999999999996,Shift Banned
"Ward, Taylor",621493,2023,29,356,409,90,0.253,0.421,0.335,0.756,0.284,9,26,90,0.251,8.2,43.9,37.6,25.2,41.1,32.3,22,0.22413793103448276,37.2,Shift Banned
"Wisdom, Patrick",621550,2023,31,268,302,55,0.205,0.5,0.289,0.789,0.237,4,11,40,0.211,20.1,54.7,44.7,16.4,32.1,39.6,17.6,0.21568627450980393,38.9,Shift Banned
"Wendle, Joey",621563,2023,33,297,318,63,0.212,0.306,0.248,0.554,0.264,8,28,104,0.232,3.4,39.4,29.2,31.4,55.9,19.9,21.6,0.21212121212121213,39.4,Shift Banned
"Olson, Matt",621566,2023,29,608,720,172,0.283,0.604,0.389,0.993,0.302,13,47,125,0.262,16.4,55.5,36,23.8,38.7,34.4,20.9,0.27325581395348836,40.2,Shift Banned
"Margot, Manuel",622534,2023,28,311,336,82,0.264,0.376,0.31,0.686,0.306,6,36,86,0.259,3.9,37.8,39,27.4,47.1,20.8,24.3,0.29508196721311475,33.6,Shift Banned
"Mateo, Jorge",622761,2023,28,318,350,69,0.217,0.34,0.267,0.607,0.267,8,28,84,0.237,5.3,38.5,38.1,25,45.9,25,22.5,0.25,36.9,Shift Banned
"Ramírez, Harold",623912,2023,28,400,434,125,0.313,0.46,0.353,0.813,0.359,7,63,118,0.267,4.6,40.7,32.1,28.4,55.4,19.3,20.8,0.34806629834254144,39.50000000000001,Shift Banned
"Santander, Anthony",623993,2023,28,591,656,152,0.257,0.472,0.325,0.797,0.299,11,53,102,0.232,10.2,46,46,21,35,32.5,19.6,0.3419354838709677,33,Shift Banned
"Alonso, Pete",624413,2023,28,568,658,123,0.217,0.504,0.318,0.822,0.205,17,24,129,0.242,14.7,40.1,43.7,23.5,36.3,35.4,19,0.1568627450980392,32.8,Shift Banned
"Biggio, Cavan",624415,2023,28,289,338,68,0.235,0.37,0.34,0.71,0.304,0,22,57,0.224,7.4,33,41.4,22.7,38.9,30.5,22.7,0.27848101265822783,35.900000000000006,Shift Banned
"Conforto, Michael",624424,2023,30,406,470,97,0.239,0.384,0.334,0.718,0.284,12,28,108,0.241,7.9,39.8,31.6,25,44.7,27.3,22.4,0.20588235294117646,43.400000000000006,Shift Banned
"Frazier, Adam",624428,2023,31,412,455,99,0.24,0.396,0.3,0.696,0.258,4,22,109,0.259,3.2,23.4,36.3,26.6,37.4,25.1,29.7,0.16793893129770993,37.1,Shift Banned
"Soler, Jorge",624585,2023,31,504,580,126,0.25,0.512,0.341,0.853,0.272,20,25,108,0.258,15,48,46.6,17.7,36.2,31.6,24,0.18796992481203006,35.7,Shift Banned
"Sosa, Edmundo",624641,2023,27,279,300,70,0.251,0.427,0.293,0.72,0.306,10,20,70,0.234,6.8,32.2,47.1,19.7,42.8,23.6,24.5,0.2222222222222222,33.2,Shift Banned
"Ibáñez, Andy",628451,2023,30,356,383,94,0.264,0.433,0.312,0.745,0.3,7,38,90,0.266,9,42.9,34.9,25.6,44.3,26.6,21.8,0.296875,39.49999999999999,Shift Banned
"Cronenworth, Jake",630105,2023,29,458,522,105,0.229,0.378,0.312,0.69,0.267,8,28,110,0.234,4.4,33.2,35.4,27.2,37.6,29.2,26.2,0.2028985507246377,37.39999999999999,Shift Banned
"Anderson, Tim",641313,2023,30,493,524,121,0.245,0.296,0.286,0.582,0.323,15,58,171,0.25,3,39.4,29.5,27.6,61.4,10.7,26.8,0.25327510917030566,42.9,Shift Banned
"Bellinger, Cody",641355,2023,27,499,556,153,0.307,0.525,0.356,0.881,0.319,7,47,105,0.263,6.1,31.4,43.2,21.2,35.8,29.2,26.4,0.3092105263157895,35.599999999999994,Shift Banned
"Crawford, J.P.",641487,2023,28,534,638,142,0.266,0.438,0.38,0.818,0.314,7,38,126,0.257,4.8,36.2,43.2,22.7,39.6,23.7,28,0.23170731707317074,34.099999999999994,Shift Banned
"Fraley, Jake",641584,2023,28,336,380,86,0.256,0.443,0.339,0.782,0.283,5,18,84,0.256,6.4,30.8,45.1,20.7,38.3,27.4,25.9,0.17647058823529413,34.2,Shift Banned
"Garver, Mitch",641598,2023,32,296,344,80,0.27,0.5,0.37,0.87,0.313,6,17,47,0.25,12.6,42.1,47.7,17.3,29.9,33.2,26.2,0.265625,35,Shift Banned
"Heim, Jonah",641680,2023,28,457,501,118,0.258,0.438,0.317,0.755,0.289,10,31,101,0.252,8,38.5,45.3,21.7,36.3,29.9,26.1,0.23484848484848486,33,Shift Banned
"McMahon, Ryan",641857,2023,28,555,627,133,0.24,0.431,0.322,0.753,0.326,19,35,124,0.241,11.4,44.2,33.9,27.5,44.2,28.1,26.1,0.22012578616352202,38.599999999999994,Shift Banned
"Smith, Dominic",642086,2023,28,527,586,134,0.254,0.366,0.326,0.692,0.286,12,46,141,0.254,6.6,30.8,36.1,25.3,42.7,25.8,26.3,0.24598930481283424,38.599999999999994,Shift Banned
"Tellez, Rowdy",642133,2023,28,311,351,67,0.215,0.376,0.291,0.667,0.249,11,12,75,0.232,8.7,40.4,35.7,23.5,37.8,30.4,23.9,0.13793103448275862,40.8,Shift Banned
"Thaiss, Matt",642136,2023,28,262,307,56,0.214,0.34,0.319,0.659,0.272,4,16,62,0.227,10.4,40.7,37.9,26.9,42.9,27.5,24.2,0.20512820512820512,35.2,Shift Banned
"Siri, Jose",642350,2023,27,338,364,75,0.222,0.494,0.267,0.761,0.269,5,23,63,0.209,13.2,37.7,45.8,20.3,40.6,34.4,20.3,0.26744186046511625,33.900000000000006,Shift Banned
"Rosario, Amed",642708,2023,27,510,545,134,0.263,0.378,0.305,0.683,0.314,15,53,146,0.267,3.4,39.4,30.4,29,48.1,18.1,27.1,0.2663316582914573,40.599999999999994,Shift Banned
"Adames, Willy",642715,2023,27,553,638,120,0.217,0.407,0.31,0.717,0.259,12,29,114,0.234,12.4,36.5,45.2,18.5,36.3,31.5,22.3,0.20279720279720279,36.3,Shift Banned
"Estrada, Thairo",642731,2023,27,495,530,134,0.271,0.416,0.315,0.731,0.331,10,50,121,0.246,4.8,33.7,44.3,22.8,45.4,22.3,25.5,0.29239766081871343,32.900000000000006,Shift Banned
"Benintendi, Andrew",643217,2023,28,562,621,147,0.262,0.356,0.326,0.682,0.301,12,40,149,0.27,2.9,27,29.8,28.9,39.6,26.6,28.5,0.21164021164021163,41.300000000000004,Shift Banned
"Cooper, Garrett",643265,2023,32,422,457,106,0.251,0.419,0.304,0.723,0.324,15,28,97,0.248,10.3,41.1,34.9,25,42.8,25.3,28.1,0.224,40.099999999999994,Shift Banned
"Dubón, Mauricio",643289,2023,28,467,492,130,0.278,0.411,0.309,0.72,0.308,10,39,143,0.271,4.5,29.5,31.3,30,45.5,22.5,27.8,0.21428571428571427,38.7,Shift Banned
"Jansen, Danny",643376,2023,28,268,301,61,0.228,0.474,0.312,0.786,0.233,3,15,55,0.215,10.7,37.4,51.5,19.9,34,35.9,18.4,0.21428571428571427,28.6,Shift Banned
"Kemp, Tony",643393,2023,31,359,419,75,0.209,0.304,0.303,0.607,0.221,9,26,134,0.239,1.2,20.4,44.1,16.7,48.6,25.2,21,0.1625,39.2,Shift Banned
"Kiner-Falefa, Isiah",643396,2023,28,326,361,79,0.242,0.34,0.306,0.646,0.289,12,33,98,0.253,3.1,39.2,32.3,26.5,50.4,20,26.2,0.25190839694656486,41.2,Shift Banned
"McNeil, Jeff",643446,2023,31,585,648,158,0.27,0.378,0.333,0.711,0.288,5,58,164,0.249,1.3,27.4,37.5,27.2,42.2,22.1,25.7,0.26126126126126126,35.3,Shift Banned
"Tauchman, Mike",643565,2023,32,337,401,85,0.252,0.377,0.362,0.739,0.313,3,25,95,0.261,5.5,40,32.9,30.6,47.1,19.6,29.8,0.20833333333333334,36.49999999999999,Shift Banned
"Albies, Ozzie",645277,2023,26,596,660,167,0.28,0.513,0.336,0.849,0.289,9,39,144,0.263,8.3,39,51.7,16.7,36.8,33.8,23.7,0.21311475409836064,31.599999999999998,Shift Banned
"Devers, Rafael",646240,2023,26,580,656,157,0.271,0.5,0.351,0.851,0.292,15,42,153,0.276,12.7,55.1,35.9,24.3,42.7,28.4,20.6,0.2153846153846154,39.8,Shift Banned
"Naylor, Josh",647304,2023,26,452,495,139,0.308,0.489,0.354,0.843,0.326,11,44,125,0.287,8.2,41.2,39.4,26.9,43.2,25.6,23.8,0.2603550295857988,33.7,Shift Banned
"Díaz, Aledmys",649557,2023,32,315,344,72,0.229,0.337,0.28,0.617,0.273,14,29,91,0.232,2.8,33.5,40.2,22.8,47.2,18.1,25.2,0.24166666666666667,37,Shift Banned
"Arraez, Luis",650333,2023,26,574,617,203,0.354,0.469,0.393,0.862,0.362,18,59,174,0.327,3.5,25.7,26.8,32,42.8,24.1,31.3,0.2532188841201717,41.2,Shift Banned
"Jiménez, Eloy",650391,2023,26,456,489,124,0.272,0.441,0.317,0.758,0.305,13,50,144,0.253,9.3,46.8,36.4,23.6,53.2,19.7,20,0.25773195876288657,40,Shift Banned
"Torres, Gleyber",650402,2023,26,596,672,163,0.273,0.453,0.347,0.8,0.288,19,51,146,0.28,8,40.3,33.9,26.6,38.9,30.6,24.8,0.25888324873096447,39.49999999999999,Shift Banned
"Castro, Willi",650489,2023,26,358,409,92,0.257,0.411,0.339,0.75,0.328,5,34,76,0.228,6.8,31.8,38.6,26.5,41.7,26.1,23.5,0.3090909090909091,34.9,Shift Banned
"Díaz, Yandy",650490,2023,31,525,600,173,0.33,0.522,0.41,0.932,0.367,16,75,151,0.3,9.5,54,27.7,27.9,52.2,20.8,23.8,0.33185840707964603,44.4,Shift Banned
"De La Cruz, Bryan",650559,2023,26,579,626,149,0.257,0.411,0.304,0.715,0.307,18,38,142,0.267,8.9,42.5,34.4,26.7,40.7,24.9,29.4,0.2111111111111111,38.89999999999999,Shift Banned
"Rengifo, Luis",650859,2023,26,394,445,104,0.264,0.444,0.339,0.783,0.293,3,41,107,0.242,7.7,36.9,39.2,24.1,46.8,28.2,19,0.27702702702702703,36.699999999999996,Shift Banned
"Monasterio, Andruw",655316,2023,26,282,315,73,0.259,0.348,0.33,0.678,0.326,9,20,53,0.245,5.5,33.5,33.9,27.5,33.5,27.5,29.8,0.273972602739726,38.599999999999994,Shift Banned
"Chapman, Matt",656305,2023,30,509,581,122,0.24,0.424,0.33,0.754,0.319,4,44,77,0.222,17.2,56.4,36.7,25.4,35,30.6,23.1,0.36363636363636365,37.9,Shift Banned
"Joe, Connor",656582,2023,30,413,472,102,0.247,0.421,0.339,0.76,0.311,4,29,79,0.244,8.3,41.8,37.2,24,35.5,25.3,28,0.26851851851851855,38.8,Shift Banned
"McKinstry, Zach",656716,2023,28,464,518,107,0.231,0.351,0.302,0.653,0.284,3,29,98,0.243,7.6,33.5,30.6,28.9,35.7,34,26.1,0.2283464566929134,40.50000000000001,Shift Banned
"Mullins, Cedric",656775,2023,28,404,455,94,0.233,0.416,0.305,0.721,0.271,6,29,85,0.224,6.5,37.1,44.5,18.7,36.8,31.3,19,0.2543859649122807,36.8,Shift Banned
"O'Hearn, Ryan",656811,2023,29,346,368,100,0.289,0.48,0.322,0.802,0.34,2,34,84,0.258,10.1,51.5,38.4,27.6,44,27.6,23.9,0.288135593220339,34,Shift Banned
"Schwarber, Kyle",656941,2023,30,585,720,115,0.197,0.474,0.343,0.817,0.209,4,21,108,0.212,16.4,48.8,52.5,14.7,34.6,33.8,20.1,0.16279069767441862,32.8,Shift Banned
"Thomas, Lane",657041,2023,27,628,682,168,0.268,0.468,0.315,0.783,0.325,5,53,146,0.25,9.6,40.7,47.7,19,43.4,23.5,25.9,0.2663316582914573,33.3,Shift Banned
"Verdugo, Alex",657077,2023,27,546,602,144,0.264,0.421,0.324,0.745,0.294,11,39,166,0.274,5,37.6,34.9,25.5,44.8,23.1,27.1,0.1902439024390244,39.599999999999994,Shift Banned
"Wong, Connor",657136,2023,27,371,403,87,0.235,0.385,0.287,0.672,0.341,4,33,72,0.208,9.1,37.8,42.7,23.7,43.6,25.3,22.4,0.3142857142857143,33.599999999999994,Shift Banned
"DeJong, Paul",657557,2023,29,372,400,77,0.207,0.355,0.258,0.613,0.264,10,21,80,0.216,6.7,33.2,43.9,30,39.9,28.1,21.7,0.2079207920792079,26.1,Shift Banned
"Laureano, Ramón",657656,2023,28,361,404,81,0.224,0.371,0.304,0.675,0.301,9,32,82,0.227,9.7,35.9,42.3,26.2,46,25.4,21.8,0.2807017543859649,31.500000000000004,Shift Banned
"Sheets, Gavin",657757,2023,27,311,344,63,0.203,0.331,0.267,0.598,0.222,6,19,75,0.208,5.2,32.5,47.4,20.9,37.8,26.1,23.7,0.20212765957446807,31.700000000000003,Shift Banned
"Olivares, Edward",658668,2023,27,354,385,93,0.263,0.452,0.317,0.769,0.289,7,27,98,0.266,7.9,37.7,42.1,25.7,42.8,24.7,22.9,0.216,32.2,Shift Banned
"Moncada, Yoán",660162,2023,28,334,357,87,0.26,0.425,0.305,0.73,0.35,6,20,75,0.253,10.1,39,44.3,20.6,41.7,23.7,29.8,0.21052631578947367,35.1,Shift Banned
"Ohtani, Shohei",660271,2023,28,497,599,151,0.304,0.654,0.412,1.066,0.342,9,49,103,0.29,19.7,54.2,37,25.2,42.6,30.3,22.7,0.3223684210526316,37.8,Shift Banned
"Acuña Jr., Ronald",660670,2023,25,643,735,217,0.337,0.596,0.416,1.012,0.338,15,81,193,0.351,15.3,55.2,37,23,48.8,22.4,26.2,0.2956204379562044,40,Shift Banned
"Ruiz, Keibert",660688,2023,24,523,562,136,0.26,0.409,0.308,0.717,0.263,13,39,142,0.271,5.8,31.9,45.2,18.6,38.8,24.6,26.1,0.2154696132596685,36.199999999999996,Shift Banned
"Montero, Elehuris",660707,2023,24,284,307,69,0.243,0.426,0.29,0.716,0.352,5,26,53,0.196,6.8,44.3,39.8,25,44.9,23.3,25,0.3291139240506329,35.2,Shift Banned
"Sánchez, Jesús",660821,2023,25,360,402,91,0.253,0.45,0.327,0.777,0.321,12,25,102,0.261,12.2,46.3,32.9,33.3,49.8,18,26.3,0.1968503937007874,33.8,Shift Banned
"Contreras, William",661388,2023,25,540,611,156,0.289,0.457,0.367,0.824,0.348,23,68,163,0.247,9.4,48.7,32.6,27.8,55.4,20.4,19.9,0.2943722943722944,39.60000000000001,Shift Banned
"Varsho, Daulton",662139,2023,26,527,581,116,0.22,0.389,0.285,0.674,0.256,5,39,103,0.229,7.4,36.1,48,21.5,35.9,31.1,21.5,0.2746478873239437,30.5,Shift Banned
"Nootbaar, Lars",663457,2023,25,426,503,111,0.261,0.418,0.367,0.785,0.307,7,46,121,0.262,8.8,37.8,32,25.1,50.5,23,22.4,0.2754491017964072,42.9,Shift Banned
"Hoerner, Nico",663538,2023,26,619,688,175,0.283,0.383,0.346,0.729,0.312,12,69,187,0.272,1.8,33.4,30.6,28.8,47.2,20.3,25.5,0.26953125,40.60000000000001,Shift Banned
"Riley, Austin",663586,2023,26,636,715,179,0.281,0.516,0.345,0.861,0.324,18,60,135,0.268,13.9,49.2,38.7,23.4,41.1,28.6,23.8,0.3076923076923077,37.9,Shift Banned
"Mountcastle, Ryan",663624,2023,26,423,470,114,0.27,0.452,0.328,0.78,0.315,13,44,98,0.266,12.1,44.9,31.3,29.4,44,26.3,25.1,0.30985915492957744,39.300000000000004,Shift Banned
