last_name_first_name,player_id,year,player_age,ab,pa,hit,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,babip,b_gnd_into_dp,b_hit_ground,b_out_ground,xba,barrel_batted_rate,hard_hit_percent,pull_percent,opposite_percent,groundballs_percent,flyballs_percent,linedrives_percent,gb_babip,straightaway_percent,shift_allowed
"Renfroe, Hunter",592669,2021,29,521,572,135,0.259,0.501,0.315,0.816,0.284,6,31,122,0.253,14.4,44.3,41.8,26.4,38.5,27,22.9,0.20261437908496732,31.800000000000004,Shift Allowed
"Rosario, Eddie",592696,2021,29,379,412,98,0.259,0.435,0.305,0.74,0.273,4,22,103,0.253,5.9,35.8,40.1,24.7,38.6,28.7,24.7,0.176,35.2,Shift Allowed
"Simmons, Andrelton",592743,2021,31,412,451,92,0.223,0.274,0.283,0.557,0.256,14,38,156,0.231,0.6,21.8,37,20.9,54.8,16.4,21.8,0.1958762886597938,42.1,Shift Allowed
"Yelich, Christian",592885,2021,29,399,475,99,0.248,0.373,0.362,0.735,0.321,5,50,111,0.24,7.6,48.8,33.9,29.8,55.7,17,23.9,0.3105590062111801,36.3,Shift Allowed
"Merrifield, Whit",593160,2021,32,664,720,184,0.277,0.395,0.317,0.712,0.309,12,70,169,0.26,3.5,28.8,34,31.8,41.7,25.8,26.7,0.2928870292887029,34.2,Shift Allowed
"Bogaerts, Xander",593428,2021,28,529,603,156,0.295,0.493,0.37,0.863,0.333,13,39,131,0.274,9.7,43,41.6,23.4,40.2,23.9,28.8,0.22941176470588234,35,Shift Allowed
"Polanco, Jorge",593871,2021,27,588,644,158,0.269,0.503,0.323,0.826,0.282,4,30,127,0.261,10.1,37.4,51.9,18.5,33,32.8,27.1,0.1910828025477707,29.6,Shift Allowed
"Sanó, Miguel",593934,2021,28,470,532,105,0.223,0.466,0.312,0.778,0.291,13,27,86,0.212,17.8,55.9,43.8,26,39.2,29.9,22.6,0.23893805309734514,30.200000000000003,Shift Allowed
"Duvall, Adam",594807,2021,32,513,555,117,0.228,0.491,0.281,0.772,0.26,7,23,82,0.224,16.1,43.9,46.8,17.8,30.7,40.1,17.8,0.21904761904761905,35.400000000000006,Shift Allowed
"Gosselin, Phil",594838,2021,32,345,373,90,0.261,0.362,0.314,0.676,0.322,3,39,81,0.237,3.4,35.1,28.7,30.2,45.3,26.8,22.3,0.325,41.099999999999994,Shift Allowed
"Kiermaier, Kevin",595281,2021,31,348,390,90,0.259,0.388,0.328,0.716,0.345,4,43,99,0.23,4,36.4,31.2,23.7,56.1,16.6,23.7,0.3028169014084507,45.099999999999994,Shift Allowed
"Alfaro, Jorge",595751,2021,28,295,311,72,0.244,0.342,0.283,0.625,0.354,8,31,81,0.242,8.2,49,26.5,28.1,57.1,15.3,25.5,0.2767857142857143,45.4,Shift Allowed
"Profar, Jurickson",595777,2021,28,353,412,80,0.227,0.32,0.329,0.649,0.266,12,25,101,0.236,2.7,30.2,35.7,29.9,43.3,20.6,23.7,0.1984126984126984,34.4,Shift Allowed
"Báez, Javier",595879,2021,28,502,547,133,0.265,0.494,0.319,0.813,0.352,12,45,105,0.231,13.4,45.2,40.2,22.1,46.7,24.9,20.6,0.3,37.699999999999996,Shift Allowed
"Hedges, Austin",595978,2021,28,286,312,51,0.178,0.308,0.22,0.528,0.214,7,13,67,0.19,3.9,30.1,44,23.4,38.3,28.2,20.6,0.1625,32.6,Shift Allowed
"Lindor, Francisco",596019,2021,27,452,524,104,0.23,0.412,0.322,0.734,0.248,7,28,124,0.249,8.2,44.1,39.5,23.3,41.6,29.9,21.9,0.18421052631578946,37.2,Shift Allowed
"Odor, Rougned",596059,2021,27,322,361,65,0.202,0.379,0.286,0.665,0.242,3,17,73,0.199,9.1,38,51.6,21.5,40.4,30.9,16.1,0.18888888888888888,26.9,Shift Allowed
"Slater, Austin",596103,2021,28,274,306,66,0.241,0.423,0.32,0.743,0.303,7,17,81,0.25,9.5,41.6,34.7,25.8,51.6,22.6,24.2,0.17346938775510204,39.5,Shift Allowed
"Story, Trevor",596115,2021,28,526,595,132,0.251,0.471,0.329,0.8,0.293,7,32,111,0.239,9.9,42.6,33.9,28.6,36.5,30.9,24.2,0.22377622377622378,37.49999999999999,Shift Allowed
"Sánchez, Gary",596142,2021,28,383,440,78,0.204,0.423,0.307,0.73,0.23,14,16,78,0.222,13.7,42,54.6,19.1,35.9,31.3,20.6,0.1702127659574468,26.299999999999997,Shift Allowed
"Kepler, Max",596146,2021,28,426,490,90,0.211,0.413,0.306,0.719,0.225,2,22,104,0.248,10.8,42.5,41.9,21.3,37.7,28.1,24.9,0.1746031746031746,36.8,Shift Allowed
"Franco, Maikel",596748,2021,28,377,403,79,0.21,0.355,0.253,0.608,0.225,12,26,126,0.221,5.1,33.9,42.8,22.4,48.6,20.8,21.7,0.17105263157894737,34.800000000000004,Shift Allowed
"Choi, Ji Man",596847,2021,30,258,305,59,0.229,0.411,0.348,0.759,0.3,5,15,54,0.231,9.4,46.8,37.4,26.9,40.4,24,27.5,0.21739130434782608,35.7,Shift Allowed
"Bradley Jr., Jackie",598265,2021,31,387,428,63,0.163,0.261,0.236,0.497,0.226,8,17,111,0.19,5.1,40.3,36.4,19.4,49.6,20.9,22.9,0.1328125,44.2,Shift Allowed
"Severino, Pedro",600474,2021,27,379,419,94,0.248,0.383,0.308,0.691,0.314,9,27,81,0.244,7.6,38.5,43.3,25.8,39.3,20.4,28,0.25,30.900000000000002,Shift Allowed
"Candelario, Jeimer",600869,2021,27,557,626,151,0.271,0.443,0.351,0.794,0.333,10,37,135,0.273,9,39.1,40.8,23.5,40.8,25.6,28.9,0.21511627906976744,35.7,Shift Allowed
"Daza, Yonathan",602074,2021,27,301,331,85,0.282,0.355,0.332,0.687,0.346,9,39,99,0.253,2,27,31,32.3,55.6,21.4,21.8,0.2826086956521739,36.7,Shift Allowed
"Ahmed, Nick",605113,2021,31,434,473,96,0.221,0.339,0.28,0.619,0.279,9,38,126,0.207,2.4,27.9,38.7,24,49.2,21.6,21.6,0.23170731707317074,37.3,Shift Allowed
"Bell, Josh",605137,2021,28,498,568,130,0.261,0.476,0.347,0.823,0.276,22,42,175,0.267,8.8,52,36.8,24,54.3,21.3,22,0.1935483870967742,39.2,Shift Allowed
"Betts, Mookie",605141,2021,28,466,550,123,0.264,0.487,0.367,0.854,0.276,5,29,105,0.258,7.8,41,45.2,22.6,34.8,33,23.6,0.21641791044776118,32.199999999999996,Shift Allowed
"Caratini, Victor",605170,2021,27,313,356,71,0.227,0.323,0.309,0.632,0.281,13,24,95,0.225,6.8,44.3,34.5,25.5,50.6,21.7,22.6,0.20168067226890757,40,Shift Allowed
"Zimmer, Bradley",605548,2021,28,299,348,68,0.227,0.344,0.325,0.669,0.347,3,31,60,0.223,9.4,42.5,38.1,24.9,50.3,21.5,23.2,0.34065934065934067,37,Shift Allowed
"Castro, Harold",605612,2021,27,315,339,89,0.283,0.359,0.31,0.669,0.351,7,23,85,0.285,3.2,38.5,25.8,28.2,42.9,22.6,33.3,0.21296296296296297,46,Shift Allowed
"Tapia, Raimel",606132,2021,27,487,533,133,0.273,0.372,0.327,0.699,0.306,8,71,216,0.24,2.1,31.5,26.5,32,68,12.3,16.8,0.24738675958188153,41.5,Shift Allowed
"Hernández, Teoscar",606192,2021,28,550,595,163,0.296,0.524,0.346,0.87,0.352,5,49,110,0.275,14,49,40.6,26,39.4,27.5,27.7,0.3081761006289308,33.4,Shift Allowed
"Marte, Ketel",606466,2021,27,340,374,108,0.318,0.532,0.377,0.909,0.352,8,42,88,0.301,8.9,48.4,37,26.7,46.3,19.9,26.3,0.3230769230769231,36.3,Shift Allowed
"Haase, Eric",606992,2021,28,351,381,81,0.231,0.459,0.286,0.745,0.278,11,19,71,0.23,13.7,47.9,44,25.2,38.5,32.5,21.4,0.2111111111111111,30.8,Shift Allowed
"Nimmo, Brandon",607043,2021,28,325,386,95,0.292,0.437,0.401,0.838,0.366,3,36,84,0.264,4.1,41.1,32.7,32.3,48.4,18.5,27.4,0.3,35,Shift Allowed
"Peterson, Jace",607054,2021,31,259,302,64,0.247,0.367,0.348,0.715,0.31,1,19,63,0.232,5.2,34.7,31.1,26.9,42.5,28.5,23.8,0.23170731707317074,42.00000000000001,Shift Allowed
"Turner, Trea",607208,2021,28,595,646,195,0.328,0.536,0.375,0.911,0.362,18,82,141,0.3,7.4,46.2,36.6,25.6,45.6,23.5,24.5,0.36771300448430494,37.8,Shift Allowed
"Pillar, Kevin",607680,2021,32,325,347,75,0.231,0.415,0.277,0.692,0.261,5,27,61,0.22,7.3,31.8,42,23.7,35.9,30.6,19.2,0.3068181818181818,34.3,Shift Allowed
"Stallings, Jacob",607732,2021,31,374,427,92,0.246,0.369,0.335,0.704,0.297,10,29,101,0.241,4.5,36.4,35.1,21,44.7,23.4,27.1,0.2230769230769231,43.900000000000006,Shift Allowed
"Ramírez, José",608070,2021,28,552,636,147,0.266,0.538,0.355,0.893,0.256,13,40,130,0.278,11.2,42.4,54.7,15.1,36.2,27,24,0.23529411764705882,30.199999999999996,Shift Allowed
"Bregman, Alex",608324,2021,27,348,400,94,0.27,0.422,0.355,0.777,0.286,13,33,91,0.254,6.4,38.1,48.2,18.7,41.5,27.1,23.1,0.2661290322580645,33.099999999999994,Shift Allowed
"Gallo, Joey",608336,2021,27,498,616,99,0.199,0.458,0.351,0.809,0.246,6,24,80,0.195,18.7,45.8,43,22.7,36.4,35.7,15.7,0.23076923076923078,34.3,Shift Allowed
"Kelly, Carson",608348,2021,26,304,359,73,0.24,0.411,0.343,0.754,0.27,10,12,63,0.25,8.5,34,38.3,29.4,31.9,32.8,26.4,0.16,32.300000000000004,Shift Allowed
"Seager, Corey",608369,2021,27,353,409,108,0.306,0.521,0.394,0.915,0.336,8,35,100,0.284,12.4,49.3,33.8,24.1,46.6,24.1,25.2,0.25925925925925924,42.1,Shift Allowed
"Winker, Jesse",608385,2021,27,423,485,129,0.305,0.556,0.394,0.95,0.324,14,30,118,0.288,11.2,47.1,37.9,24.7,42.5,25.3,26.1,0.20270270270270271,37.400000000000006,Shift Allowed
"Murphy, Tom",608596,2021,30,277,325,56,0.202,0.35,0.304,0.654,0.265,8,26,54,0.19,8.8,38.1,44.8,20.4,44.2,27.6,16,0.325,34.800000000000004,Shift Allowed
"Reyes, Franmil",614177,2021,25,418,466,106,0.254,0.522,0.324,0.846,0.314,13,32,94,0.241,17.2,48.5,37.5,22.1,46.3,25,21.7,0.25396825396825395,40.4,Shift Allowed
"Torrens, Luis",620443,2021,25,346,378,84,0.243,0.431,0.299,0.73,0.294,8,28,102,0.239,10.4,43.2,29.6,26.8,52,22,21.6,0.2153846153846154,43.60000000000001,Shift Allowed
"Swanson, Dansby",621020,2021,27,588,653,146,0.248,0.449,0.311,0.76,0.297,7,42,130,0.244,11.4,42.7,40.3,24.2,40.1,28.9,24.5,0.2441860465116279,35.5,Shift Allowed
"Newman, Kevin",621028,2021,27,517,554,117,0.226,0.309,0.265,0.574,0.236,7,49,173,0.254,1.6,26,31.8,25.4,45.8,21.4,25.2,0.22072072072072071,42.800000000000004,Shift Allowed
"Taylor, Chris",621035,2021,30,507,582,129,0.254,0.438,0.344,0.782,0.337,5,38,89,0.233,10.2,38.1,42.2,22.4,36.9,32.3,24.7,0.2992125984251969,35.4,Shift Allowed
"Correa, Carlos",621043,2021,26,555,640,155,0.279,0.485,0.366,0.851,0.308,16,47,142,0.286,9.4,42.7,33.5,28.3,42.5,23.4,26.1,0.24867724867724866,38.2,Shift Allowed
"Stewart, DJ",621466,2021,27,270,318,55,0.204,0.374,0.324,0.698,0.254,3,16,49,0.202,9.4,34.3,33.1,29.3,35.9,29.8,19.3,0.24615384615384617,37.60000000000001,Shift Allowed
"Wisdom, Patrick",621550,2021,29,338,375,78,0.231,0.518,0.305,0.823,0.318,7,15,45,0.212,16.2,51.9,53,15.1,32.4,36.2,23.2,0.25,31.9,Shift Allowed
"Wendle, Joey",621563,2021,31,460,501,122,0.265,0.422,0.319,0.741,0.327,9,54,121,0.235,4.6,34.6,35.7,30,50,22,25.1,0.30857142857142855,34.3,Shift Allowed
"Olson, Matt",621566,2021,27,565,673,153,0.271,0.54,0.371,0.911,0.269,17,37,150,0.258,12.7,48.8,39.5,26.8,40.4,30.2,19.7,0.19786096256684493,33.7,Shift Allowed
"Duffy, Matt",622110,2021,30,289,322,83,0.287,0.381,0.357,0.738,0.351,16,32,79,0.272,4,34.8,24.7,34.8,48.9,18.1,30,0.2882882882882883,40.5,Shift Allowed
"Margot, Manuel",622534,2021,26,421,464,107,0.254,0.382,0.313,0.695,0.281,4,48,123,0.264,5.1,40.2,32.9,22.5,48,22.2,21.6,0.2807017543859649,44.599999999999994,Shift Allowed
"Bote, David",623520,2021,28,291,327,58,0.199,0.33,0.276,0.606,0.235,13,24,84,0.221,10,43.7,37.4,27.5,48.6,25.2,19.4,0.2222222222222222,35.1,Shift Allowed
"Ramírez, Harold",623912,2021,26,339,361,91,0.268,0.398,0.305,0.703,0.301,10,40,112,0.26,6.3,47.2,30.1,28.7,53.1,18.5,22,0.2631578947368421,41.2,Shift Allowed
"Santander, Anthony",623993,2021,26,406,438,98,0.241,0.433,0.286,0.719,0.275,11,21,88,0.265,8.4,43.5,39,23.5,35.2,26.5,26.8,0.1926605504587156,37.5,Shift Allowed
"Alonso, Pete",624413,2021,26,561,637,147,0.262,0.519,0.344,0.863,0.274,20,39,132,0.264,14.9,47.3,38.4,26.5,39,30.8,22.8,0.22807017543859648,35.1,Shift Allowed
"Conforto, Michael",624424,2021,28,406,479,94,0.232,0.384,0.344,0.728,0.276,14,25,112,0.248,9.2,39.5,42.1,22.4,45.1,29.3,21.4,0.18248175182481752,35.5,Shift Allowed
"Frazier, Adam",624428,2021,29,577,639,176,0.305,0.411,0.368,0.779,0.339,10,61,156,0.286,1,25.2,35.5,31.4,42.4,20.3,31.3,0.28110599078341014,33.1,Shift Allowed
"Trevino, Jose",624431,2021,28,285,302,68,0.239,0.34,0.267,0.607,0.279,13,22,85,0.246,4.3,36.9,32.6,27,45.9,22.7,26.2,0.205607476635514,40.400000000000006,Shift Allowed
"Soler, Jorge",624585,2021,29,516,602,115,0.223,0.432,0.316,0.748,0.25,12,33,124,0.246,12.7,47,50.7,20.1,41.4,29.6,20.1,0.21019108280254778,29.199999999999996,Shift Allowed
"Sosa, Edmundo",624641,2021,25,288,326,78,0.271,0.389,0.346,0.735,0.326,8,32,86,0.257,4,32,33.3,25.4,51.8,21.5,22.4,0.2711864406779661,41.300000000000004,Shift Allowed
"Heredia, Guillermo",628338,2021,30,305,347,67,0.22,0.354,0.311,0.665,0.282,5,23,76,0.216,4,34.7,37.8,24,44,22.7,25.8,0.23232323232323232,38.2,Shift Allowed
"Cronenworth, Jake",630105,2021,27,567,643,151,0.266,0.46,0.34,0.8,0.283,8,43,165,0.271,7.3,35,32.9,28.8,43.1,23.6,26.1,0.20673076923076922,38.3,Shift Allowed
"Meadows, Austin",640457,2021,26,518,591,121,0.234,0.458,0.315,0.773,0.249,4,22,94,0.234,8.7,37.9,40.3,25.5,28.7,36.9,23.8,0.1896551724137931,34.2,Shift Allowed
"Anderson, Tim",641313,2021,28,527,551,163,0.309,0.469,0.338,0.807,0.372,5,66,163,0.272,8,42.3,31.1,27.4,56,19.3,23,0.28820960698689957,41.50000000000001,Shift Allowed
"Bauers, Jake",641343,2021,25,282,315,59,0.209,0.277,0.29,0.567,0.275,1,21,49,0.226,5.4,37.7,39.7,23,34.3,27.9,26.5,0.3,37.3,Shift Allowed
"Bellinger, Cody",641355,2021,25,315,350,52,0.165,0.302,0.24,0.542,0.196,2,9,62,0.202,7.2,34.4,42.4,22.3,31.7,33.9,23.2,0.1267605633802817,35.3,Shift Allowed
"Crawford, J.P.",641487,2021,26,619,687,169,0.273,0.376,0.338,0.714,0.32,10,61,177,0.256,2.4,30.6,30.4,28.4,46.7,17.8,28.6,0.25630252100840334,41.199999999999996,Shift Allowed
"Dozier, Hunter",641531,2021,29,487,543,105,0.216,0.394,0.285,0.679,0.276,12,26,104,0.219,8.8,42.2,37.5,21.2,38.3,27.7,24.8,0.2,41.3,Shift Allowed
"Hampson, Garrett",641658,2021,26,453,494,106,0.234,0.38,0.289,0.669,0.291,6,44,100,0.233,5,31.2,32.6,27.4,42.4,28.2,23.8,0.3055555555555556,40.00000000000001,Shift Allowed
"Mancini, Trey",641820,2021,29,556,616,142,0.255,0.432,0.326,0.758,0.308,19,50,153,0.261,10.4,42,33.6,28.3,49,22.7,23.2,0.24630541871921183,38.10000000000001,Shift Allowed
"McKinney, Billy",641856,2021,26,265,300,51,0.192,0.358,0.28,0.638,0.235,3,11,59,0.208,6.4,34.6,45.2,25.5,37.2,32.4,23.4,0.15714285714285714,29.299999999999997,Shift Allowed
"McMahon, Ryan",641857,2021,26,528,596,134,0.254,0.449,0.331,0.78,0.306,14,37,115,0.239,7.3,43.5,28.2,32.4,39.4,28,27.7,0.24342105263157895,39.4,Shift Allowed
"O'Neill, Tyler",641933,2021,26,482,537,138,0.286,0.56,0.352,0.912,0.366,8,41,74,0.271,17.9,52.2,36.2,27,36.2,31.4,24.8,0.3565217391304348,36.8,Shift Allowed
"Smith, Dominic",642086,2021,26,446,493,109,0.244,0.363,0.304,0.667,0.298,13,35,99,0.258,6.5,40.6,37.1,23.8,39.4,28.5,27.6,0.26119402985074625,39.099999999999994,Shift Allowed
"Tellez, Rowdy",642133,2021,26,297,325,72,0.242,0.414,0.305,0.719,0.275,6,20,77,0.257,11.7,48.1,34.3,26.6,41.6,23.2,26.2,0.20618556701030927,39.1,Shift Allowed
"VanMeter, Josh",642165,2021,26,274,310,58,0.212,0.354,0.297,0.651,0.278,5,20,50,0.199,5.2,36.8,38.3,22.8,36.3,34.2,21.2,0.2857142857142857,38.900000000000006,Shift Allowed
"Rosario, Amed",642708,2021,25,550,588,155,0.282,0.409,0.321,0.73,0.34,12,61,162,0.266,2.8,43.5,27.9,30.2,51.4,18.9,25.1,0.273542600896861,41.89999999999999,Shift Allowed
"Adames, Willy",642715,2021,25,497,555,130,0.262,0.481,0.337,0.818,0.331,9,35,92,0.232,11.4,44.7,42.1,23.1,37.1,36,21.6,0.27559055118110237,34.8,Shift Allowed
"Benintendi, Andrew",643217,2021,26,493,538,136,0.276,0.442,0.324,0.766,0.309,2,45,114,0.256,8.9,43.2,36,24.3,39.5,34.5,21.8,0.2830188679245283,39.7,Shift Allowed
"Kemp, Tony",643393,2021,29,330,397,92,0.279,0.418,0.382,0.8,0.304,2,28,81,0.249,1,21.9,35.8,20.1,37.8,30.6,25.3,0.25688073394495414,44.1,Shift Allowed
"Kiner-Falefa, Isiah",643396,2021,26,635,677,172,0.271,0.357,0.312,0.669,0.304,11,80,218,0.265,1.8,28.8,31.6,29.9,54.4,15.5,25.9,0.2684563758389262,38.50000000000001,Shift Allowed
"McNeil, Jeff",643446,2021,29,386,426,97,0.251,0.36,0.319,0.679,0.28,10,41,113,0.254,4.3,33.4,35,30.4,46.8,22.5,22.8,0.2662337662337662,34.6,Shift Allowed
"Albies, Ozzie",645277,2021,24,629,686,163,0.259,0.488,0.31,0.798,0.278,4,35,125,0.25,9.3,37.2,42.5,25.6,31.5,38,22.8,0.21875,31.9,Shift Allowed
"Robles, Victor",645302,2021,24,315,369,64,0.203,0.295,0.31,0.605,0.271,7,19,80,0.213,2.6,27.2,48.1,20.9,42.1,23,23,0.1919191919191919,31,Shift Allowed
"Devers, Rafael",646240,2021,24,591,664,165,0.279,0.538,0.352,0.89,0.307,13,48,143,0.285,15.1,51.8,33,24.6,42.3,26.3,23.9,0.2513089005235602,42.4,Shift Allowed
"Toro, Abraham",647351,2021,24,335,375,80,0.239,0.373,0.315,0.688,0.254,5,30,88,0.244,7.5,33.9,29.7,30.7,41.7,35.3,18,0.2542372881355932,39.599999999999994,Shift Allowed
"Díaz, Aledmys",649557,2021,30,294,319,76,0.259,0.405,0.317,0.722,0.304,7,17,80,0.262,6.5,44.8,48.7,16.8,41.8,18.5,29.3,0.17525773195876287,34.5,Shift Allowed
"Urías, Luis",649966,2021,24,490,570,122,0.249,0.445,0.345,0.79,0.28,9,40,118,0.233,9.3,40.5,42.1,21.2,41.8,26.2,21.2,0.25316455696202533,36.7,Shift Allowed
"Arraez, Luis",650333,2021,24,428,479,126,0.294,0.376,0.357,0.733,0.323,9,49,131,0.293,2.3,30.6,26.9,31.9,46.6,23.3,28.5,0.2722222222222222,41.199999999999996,Shift Allowed
"Torres, Gleyber",650402,2021,24,459,516,119,0.259,0.366,0.331,0.697,0.314,12,35,116,0.259,7.8,35.7,34.3,26.6,41.8,26.3,25.8,0.23178807947019867,39.1,Shift Allowed
"Castro, Willi",650489,2021,24,413,450,91,0.22,0.351,0.273,0.624,0.275,5,31,118,0.236,5.2,29.4,29.7,35.2,48.1,22.9,22.6,0.2080536912751678,35.099999999999994,Shift Allowed
"Díaz, Yandy",650490,2021,29,465,541,119,0.256,0.387,0.353,0.74,0.286,11,59,141,0.251,7,40.6,31.3,27.6,52.1,22.7,19.5,0.295,41.1,Shift Allowed
"Chapman, Matt",656305,2021,28,529,622,111,0.21,0.403,0.314,0.717,0.272,6,29,84,0.204,13.7,41.7,37.8,22.3,33.6,37.8,18.8,0.25663716814159293,39.900000000000006,Shift Allowed
"Hoskins, Rhys",656555,2021,28,389,443,96,0.247,0.53,0.334,0.864,0.27,7,18,66,0.242,17,46.3,42.8,24,29.7,36.7,24.4,0.21428571428571427,33.2,Shift Allowed
"Mullins, Cedric",656775,2021,26,602,675,175,0.291,0.518,0.36,0.878,0.322,2,62,134,0.268,8.1,39.4,41.7,25.1,40.7,27.8,23.9,0.3163265306122449,33.199999999999996,Shift Allowed
"Schwarber, Kyle",656941,2021,28,399,471,106,0.266,0.554,0.374,0.928,0.306,4,29,79,0.258,17.6,52.2,43.8,20.1,39.4,33.6,20.8,0.26851851851851855,36.1,Shift Allowed
"Smith, Pavin",656976,2021,25,498,545,133,0.267,0.404,0.328,0.732,0.319,11,59,129,0.251,5.1,42.7,34.4,25.4,47.8,22.4,23.4,0.31382978723404253,40.199999999999996,Shift Allowed
"Verdugo, Alex",657077,2021,25,544,604,157,0.289,0.426,0.351,0.777,0.327,11,55,173,0.28,7.3,43.3,33.1,26.5,50.3,21,24.3,0.2412280701754386,40.400000000000006,Shift Allowed
"DeJong, Paul",657557,2021,27,356,402,70,0.197,0.39,0.284,0.674,0.216,6,18,80,0.206,10.6,35.3,41.6,22.7,38.4,34.5,19.6,0.1836734693877551,35.7,Shift Allowed
"Laureano, Ramón",657656,2021,26,341,378,84,0.246,0.443,0.317,0.76,0.304,4,24,84,0.24,10.7,40.2,42.6,22.5,44.3,28.3,22.1,0.2222222222222222,34.9,Shift Allowed
"Moncada, Yoán",660162,2021,26,520,616,137,0.263,0.412,0.375,0.787,0.35,6,42,119,0.256,8.3,41.2,35.6,26.8,44.1,20.3,31,0.2608695652173913,37.60000000000001,Shift Allowed
"Ohtani, Shohei",660271,2021,26,537,639,138,0.257,0.592,0.372,0.964,0.303,7,38,101,0.262,22.4,53.6,46.6,22.9,39.7,34.6,20.9,0.2733812949640288,30.5,Shift Allowed
"Acuña Jr., Ronald",660670,2021,23,297,360,84,0.283,0.596,0.394,0.99,0.311,0,18,51,0.29,20.4,54.8,47.9,19.8,31.8,30.9,29,0.2608695652173913,32.3,Shift Allowed
"Varsho, Daulton",662139,2021,24,284,315,70,0.246,0.437,0.318,0.755,0.286,4,24,60,0.245,7.3,39.9,34.4,26.6,38.5,25.2,24.3,0.2857142857142857,38.99999999999999,Shift Allowed
"Riley, Austin",663586,2021,24,590,662,179,0.303,0.531,0.367,0.898,0.368,11,58,109,0.275,13.3,45.6,39.5,23.7,38.8,24.9,28.6,0.3473053892215569,36.8,Shift Allowed
"Larnach, Trevor",663616,2021,24,260,301,58,0.223,0.35,0.322,0.672,0.338,3,16,56,0.204,9.5,41.1,39.9,26.6,45.6,24.7,25.9,0.2222222222222222,33.5,Shift Allowed
"Mountcastle, Ryan",663624,2021,24,534,586,136,0.255,0.487,0.309,0.796,0.297,12,34,101,0.241,11.8,39.7,38.7,28.4,35.5,33.9,24.7,0.2518518518518518,32.9,Shift Allowed
"Hayes, Ke'Bryan",663647,2021,24,362,396,93,0.257,0.373,0.316,0.689,0.321,11,44,115,0.238,5.1,45.8,21.3,31.8,57.4,19.9,19.5,0.27672955974842767,46.900000000000006,Shift Allowed
"Tucker, Kyle",663656,2021,24,506,567,149,0.294,0.557,0.359,0.916,0.304,10,34,109,0.296,11.6,47.5,34.9,24.2,34,33.5,27.1,0.23776223776223776,40.89999999999999,Shift Allowed
"India, Jonathan",663697,2021,24,532,631,143,0.269,0.459,0.376,0.835,0.326,13,45,133,0.25,9.6,38.6,48.5,17.4,44.9,26.3,22.7,0.25280898876404495,34.1,Shift Allowed
"Grisham, Trent",663757,2021,24,462,527,112,0.242,0.413,0.327,0.74,0.292,10,30,116,0.232,5.2,36.8,38.5,25.6,42,23.3,26.4,0.2054794520547945,35.9,Shift Allowed
"Stephenson, Tyler",663886,2021,24,350,402,100,0.286,0.431,0.366,0.797,0.333,11,34,106,0.255,5.4,38.2,31.8,34.6,50,18.6,27.9,0.24285714285714285,33.6,Shift Allowed
"Rodgers, Brendan",663898,2021,24,387,415,110,0.284,0.47,0.328,0.798,0.328,8,40,115,0.249,6.3,40.3,30.8,28.5,50.8,21,24.3,0.25806451612903225,40.7,Shift Allowed
"Lowe, Nathaniel",663993,2021,25,557,642,147,0.264,0.415,0.357,0.772,0.339,13,62,155,0.231,9.5,45.5,24.9,35.2,54.5,23.4,20.9,0.2857142857142857,39.89999999999999,Shift Allowed
"Happ, Ian",664023,2021,26,465,535,105,0.226,0.434,0.323,0.757,0.281,12,30,117,0.217,11,41.3,37.8,29.5,47.1,28.2,20.2,0.20408163265306123,32.7,Shift Allowed
"France, Ty",664034,2021,26,571,650,166,0.291,0.445,0.368,0.813,0.327,13,71,149,0.265,6.8,38.9,35.7,25.7,46.7,21.2,26.5,0.32272727272727275,38.599999999999994,Shift Allowed
"Lowe, Brandon",664040,2021,26,535,615,132,0.247,0.523,0.34,0.863,0.28,2,28,101,0.241,14,43.1,39.4,25.3,34.8,32.9,24.8,0.21705426356589147,35.3,Shift Allowed
"Bader, Harrison",664056,2021,27,367,401,98,0.267,0.46,0.324,0.784,0.306,4,41,84,0.224,7,31.7,38.4,25.7,44,28.2,18,0.328,35.900000000000006,Shift Allowed
"Fletcher, David",664058,2021,27,626,665,164,0.262,0.324,0.297,0.621,0.287,10,74,209,0.273,0,15.7,29,36,49.4,16.2,27.1,0.26148409893992935,35,Shift Allowed
"Moore, Dylan",664238,2021,28,332,377,60,0.181,0.334,0.276,0.61,0.229,6,12,59,0.2,8.6,33.3,36.9,26.1,32,31.5,23,0.16901408450704225,37,Shift Allowed
"Straw, Myles",664702,2021,26,564,638,153,0.271,0.348,0.349,0.697,0.336,13,57,127,0.256,1.4,26.2,25.7,35.5,41.1,24.6,31.5,0.30978260869565216,38.8,Shift Allowed
"Bohm, Alec",664761,2021,24,380,417,94,0.247,0.342,0.305,0.647,0.327,12,36,108,0.256,6.6,49.5,26,31.5,52.7,16.5,28.2,0.25,42.5,Shift Allowed
"Wade Jr., LaMonte",664774,2021,27,336,381,85,0.253,0.482,0.326,0.808,0.289,3,25,66,0.249,10.6,41.7,46.5,23.2,35.8,31.5,23.6,0.27472527472527475,30.3,Shift Allowed
"Brown, Seth",664913,2021,28,281,307,60,0.214,0.48,0.274,0.754,0.23,1,8,53,0.219,13.9,40.2,43.3,22.7,31.4,32.5,22.7,0.13114754098360656,34,Shift Allowed
